[2023-01-27 15:55:42,015] Register - Step 01: Navigate to 'Register' page
[2023-01-27 16:37:34,737] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-27 16:37:34,800] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-27 16:37:35,143] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-27 16:37:35,200] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-27 16:37:35,260] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-27 16:37:35,322] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-27 16:37:35,387] OS name = Windows 11
[2023-01-27 16:37:35,387] Driver instance name = firefoxdriver: firefox on windows (962010db-5079-495f-8cf0-a05784abe19b)
[2023-01-27 17:19:31,964] Register - Step 01: Navigate to 'Register' page
[2023-01-27 17:19:33,092] Register - Step 02: Choose 'Female' radio button
[2023-01-27 17:19:33,362] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-27 17:19:33,447] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-27 17:19:33,536] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-27 17:19:34,413] Register - Step 06:  Input to 'Email' textbox with value is: 'abc29225@mail.com'
[2023-01-27 17:19:34,496] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-27 17:19:34,535] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 17:19:34,617] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-27 17:19:34,695] Register - Step 10: Click to 'Register' button
[2023-01-27 17:19:35,399] Register - Step 11: Verify register success message is displayed
[2023-01-27 17:19:35,495] Login - Step 01: Navigate to 'Login' page
[2023-01-27 17:19:36,291] Login - Step 02:  Input to 'Email' textbox with value is: 'abc29225@mail.com'
[2023-01-27 17:19:36,374] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 17:19:36,451] Login - Step 04: Click to 'Login' button
[2023-01-27 17:19:37,133] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-27 17:19:37,208] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-27 17:19:37,579] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-27 17:19:37,646] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-27 17:19:38,007] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-27 17:19:38,072] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-27 17:19:38,132] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-27 17:19:38,194] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-27 17:19:38,259] OS name = Windows 11
[2023-01-27 17:19:38,259] Driver instance name = firefoxdriver: firefox on windows (a31d0729-46f4-4e57-b333-19070a0f89c1)
[2023-01-27 19:51:24,791] Register - Step 01: Navigate to 'Register' page
[2023-01-27 19:51:25,999] Register - Step 02: Choose 'Female' radio button
[2023-01-27 19:51:26,306] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-27 19:51:26,425] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-27 19:51:26,547] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-27 19:51:27,553] Register - Step 06:  Input to 'Email' textbox with value is: 'abc6380@mail.com'
[2023-01-27 19:51:27,646] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-27 19:51:27,707] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 19:51:27,811] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-27 19:51:27,902] Register - Step 10: Click to 'Register' button
[2023-01-27 19:51:29,001] Register - Step 11: Verify register success message is displayed
[2023-01-27 19:51:29,188] Login - Step 01: Navigate to 'Login' page
[2023-01-27 19:51:30,189] Login - Step 02:  Input to 'Email' textbox with value is: 'abc6380@mail.com'
[2023-01-27 19:51:30,309] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 19:51:30,412] Login - Step 04: Click to 'Login' button
[2023-01-27 19:51:31,294] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-27 19:51:31,416] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-27 19:51:31,913] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-27 19:51:32,020] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-27 19:51:32,495] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-27 19:51:32,589] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-27 19:51:32,664] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-27 19:51:32,724] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-27 19:51:32,808] OS name = Windows 11
[2023-01-27 19:51:32,808] Driver instance name = firefoxdriver: firefox on windows (cde50e8c-29dd-44b9-80e8-0b735366e40b)
[2023-01-27 20:20:47,303] Register - Step 02: Choose 'Female' radio button
[2023-01-27 20:20:47,616] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-27 20:20:47,733] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-27 20:20:47,842] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-27 20:20:48,830] Register - Step 06:  Input to 'Email' textbox with value is: 'abc7409@mail.com'
[2023-01-27 20:20:48,964] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-27 20:20:49,011] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 20:20:49,119] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-27 20:20:49,209] Register - Step 10: Click to 'Register' button
[2023-01-27 20:20:50,040] Register - Step 11: Verify register success message is displayed
[2023-01-27 20:20:50,224] Login - Step 01: Navigate to 'Login' page
[2023-01-27 20:20:51,161] Login - Step 02:  Input to 'Email' textbox with value is: 'abc7409@mail.com'
[2023-01-27 20:20:51,280] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 20:20:51,369] Login - Step 04: Click to 'Login' button
[2023-01-27 20:20:52,205] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-27 20:20:52,298] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-27 20:20:52,749] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-27 20:20:52,857] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-27 20:20:53,273] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-27 20:20:53,352] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-27 20:20:53,425] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-27 20:20:53,506] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-27 20:20:53,572] OS name = Windows 11
[2023-01-27 20:20:53,572] Driver instance name = firefoxdriver: firefox on windows (21fc11be-0f87-4bf0-960d-81425b97ad18)
[2023-01-27 20:23:54,336] Register - Step 02: Choose 'Female' radio button
[2023-01-27 20:23:54,657] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-27 20:23:54,766] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-27 20:23:54,877] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-27 20:23:55,838] Register - Step 06:  Input to 'Email' textbox with value is: 'abc93346@mail.com'
[2023-01-27 20:23:55,940] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-27 20:23:56,003] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 20:23:56,088] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-27 20:23:56,197] Register - Step 10: Click to 'Register' button
[2023-01-27 20:23:57,150] Register - Step 11: Verify register success message is displayed
[2023-01-27 20:23:57,340] Login - Step 01: Navigate to 'Login' page
[2023-01-27 20:23:58,349] Login - Step 02:  Input to 'Email' textbox with value is: 'abc93346@mail.com'
[2023-01-27 20:23:58,452] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 20:23:58,558] Login - Step 04: Click to 'Login' button
[2023-01-27 20:23:59,366] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-27 20:23:59,472] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-27 20:23:59,882] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-27 20:23:59,971] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-27 20:24:00,381] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-27 20:24:00,664] OS name = Windows 11
[2023-01-27 20:24:00,665] Driver instance name = firefoxdriver: firefox on windows (ea656d18-0499-426c-a2c9-9df6062b0aa3)
[2023-01-27 21:12:19,338] Register - Step 02: Choose 'Female' radio button
[2023-01-27 21:12:19,598] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-27 21:12:19,683] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-27 21:12:19,761] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-27 21:12:20,642] Register - Step 06:  Input to 'Email' textbox with value is: 'abc25120@mail.com'
[2023-01-27 21:12:20,724] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-27 21:12:20,764] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 21:12:20,846] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-27 21:12:20,925] Register - Step 10: Click to 'Register' button
[2023-01-27 21:12:21,665] Register - Step 11: Verify register success message is displayed
[2023-01-27 21:12:21,768] Login - Step 01: Navigate to 'Login' page
[2023-01-27 21:12:22,525] Login - Step 02:  Input to 'Email' textbox with value is: 'abc25120@mail.com'
[2023-01-27 21:12:22,609] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 21:12:22,685] Login - Step 04: Click to 'Login' button
[2023-01-27 21:12:23,561] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-27 21:12:23,628] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-27 21:12:23,997] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-27 21:12:24,066] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-27 21:12:24,427] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-27 21:12:24,493] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-27 21:12:24,551] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-27 21:12:24,613] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-27 21:12:24,678] OS name = Windows 11
[2023-01-27 21:12:24,678] Driver instance name = firefoxdriver: firefox on windows (eccde260-e79c-48af-ad5c-3ca7855af0be)
[2023-01-27 21:21:17,154] Register - Step 02: Choose 'Female' radio button
[2023-01-27 21:21:17,418] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-27 21:21:17,505] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-27 21:21:17,586] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-27 21:21:18,484] Register - Step 06:  Input to 'Email' textbox with value is: 'abc28354@mail.com'
[2023-01-27 21:21:18,566] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-27 21:21:18,608] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 21:21:18,688] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-27 21:21:18,764] Register - Step 10: Click to 'Register' button
[2023-01-27 21:21:19,489] Register - Step 11: Verify register success message is displayed
[2023-01-27 21:21:19,603] Login - Step 01: Navigate to 'Login' page
[2023-01-27 21:21:20,366] Login - Step 02:  Input to 'Email' textbox with value is: 'abc28354@mail.com'
[2023-01-27 21:21:20,451] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-27 21:21:20,527] Login - Step 04: Click to 'Login' button
[2023-01-27 21:21:21,148] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-27 21:21:21,211] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-27 21:21:21,587] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-27 21:21:21,652] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-27 21:21:22,013] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-27 21:21:22,085] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-27 21:21:22,144] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-27 21:21:22,207] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-27 21:21:22,271] OS name = Windows 11
[2023-01-27 21:21:22,271] Driver instance name = firefoxdriver: firefox on windows (9da940b4-e401-426e-a6a1-fef0b566bcba)
[2023-01-28 22:37:38,385] Register - Step 02: Choose 'Female' radio button
[2023-01-28 22:37:38,651] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-28 22:37:38,745] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-28 22:37:38,830] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-28 22:37:39,726] Register - Step 06:  Input to 'Email' textbox with value is: 'abc74889@mail.com'
[2023-01-28 22:37:39,809] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-28 22:37:39,851] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-28 22:37:39,935] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-28 22:37:40,012] Register - Step 10: Click to 'Register' button
[2023-01-28 22:37:41,065] Register - Step 11: Verify register success message is displayed
[2023-01-28 22:37:41,165] Login - Step 01: Navigate to 'Login' page
[2023-01-28 22:37:48,693] Login - Step 02:  Input to 'Email' textbox with value is: 'abc74889@mail.com'
[2023-01-28 22:37:48,781] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-28 22:37:48,859] Login - Step 04: Click to 'Login' button
[2023-01-28 22:37:49,738] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-28 22:37:49,807] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-28 22:37:50,904] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-28 22:37:50,971] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-28 22:37:51,830] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-28 22:37:51,896] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-28 22:37:51,955] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-28 22:37:52,019] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-28 22:37:52,101] OS name = Windows 11
[2023-01-28 22:37:52,101] Driver instance name = firefoxdriver: firefox on windows (108d9bb7-154b-4484-9264-d1ffd587305e)
[2023-01-28 22:40:28,324] Register - Step 02: Choose 'Female' radio button
[2023-01-28 22:40:28,404] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-28 22:40:28,527] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-28 22:40:28,646] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-28 22:40:28,989] Register - Step 06:  Input to 'Email' textbox with value is: 'abc62498@mail.com'
[2023-01-28 22:40:29,124] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-28 22:40:29,170] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-28 22:40:29,287] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-28 22:40:29,408] Register - Step 10: Click to 'Register' button
[2023-01-28 22:40:30,176] Register - Step 11: Verify register success message is displayed
[2023-01-28 22:40:30,274] Login - Step 01: Navigate to 'Login' page
[2023-01-28 22:40:31,283] Login - Step 02:  Input to 'Email' textbox with value is: 'abc62498@mail.com'
[2023-01-28 22:40:31,407] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-28 22:40:31,524] Login - Step 04: Click to 'Login' button
[2023-01-28 22:40:32,232] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-28 22:40:32,286] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-28 22:40:32,708] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-28 22:40:32,771] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-28 22:40:33,204] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-28 22:40:33,556] OS name = Windows 11
[2023-01-28 22:40:33,556] Driver instance name = chromedriver: chrome on windows (fd6635f8e69728a3f87ee0fe0f3b96f6)
[2023-01-28 22:42:51,104] Register - Step 02: Choose 'Female' radio button
[2023-01-28 22:42:51,371] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-28 22:42:51,459] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-28 22:42:51,543] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-28 22:42:52,434] Register - Step 06:  Input to 'Email' textbox with value is: 'abc17693@mail.com'
[2023-01-28 22:42:52,519] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-28 22:42:52,559] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-28 22:42:52,726] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-28 22:42:52,801] Register - Step 10: Click to 'Register' button
[2023-01-28 22:42:53,916] Register - Step 11: Verify register success message is displayed
[2023-01-28 22:42:54,024] Login - Step 01: Navigate to 'Login' page
[2023-01-28 22:42:55,228] Login - Step 02:  Input to 'Email' textbox with value is: 'abc17693@mail.com'
[2023-01-28 22:42:55,318] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-28 22:42:55,395] Login - Step 04: Click to 'Login' button
[2023-01-28 22:42:57,228] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-28 22:42:57,291] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-28 22:42:57,916] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-28 22:42:57,986] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-28 22:42:58,618] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-28 22:42:58,828] OS name = Windows 11
[2023-01-28 22:42:58,828] Driver instance name = firefoxdriver: firefox on windows (9a694274-01a8-45eb-8f87-be2282b11da7)
[2023-01-29 17:31:10,485] Register - Step 01: Navigate to 'Register' page
[2023-01-29 17:31:11,592] Register - Step 02: Choose 'Female' radio button
[2023-01-29 17:31:11,674] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-29 17:31:11,793] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-29 17:31:11,917] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-29 17:31:12,259] Register - Step 06:  Input to 'Email' textbox with value is: 'abc13703@mail.com'
[2023-01-29 17:31:12,391] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-29 17:31:12,438] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 17:31:12,551] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-29 17:31:12,665] Register - Step 10: Click to 'Register' button
[2023-01-29 17:31:13,342] Register - Step 11: Verify register success message is displayed
[2023-01-29 17:31:13,442] Login - Step 01: Navigate to 'Login' page
[2023-01-29 17:31:14,182] Login - Step 02:  Input to 'Email' textbox with value is: 'abc13703@mail.com'
[2023-01-29 17:31:14,299] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 17:31:14,418] Login - Step 04: Click to 'Login' button
[2023-01-29 17:31:15,043] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-29 17:31:15,105] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-29 17:31:15,468] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-29 17:31:15,527] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-29 17:31:15,888] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-29 17:31:15,942] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-29 17:31:16,002] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-29 17:31:16,064] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-29 17:31:16,127] OS name = Windows 11
[2023-01-29 17:31:16,127] Driver instance name = chromedriver: chrome on windows (a0d6a7c603e28ebafa2fe27478a4f7c2)
[2023-01-29 17:34:37,251] Register - Step 01: Navigate to 'Register' page
[2023-01-29 22:18:18,858] Register - Step 01: Navigate to 'Register' page
[2023-01-29 22:18:19,983] Register - Step 02: Choose 'Female' radio button
[2023-01-29 22:18:20,269] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-29 22:18:20,360] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-29 22:18:20,444] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-29 22:18:21,326] Register - Step 06:  Input to 'Email' textbox with value is: 'abc45852@mail.com'
[2023-01-29 22:18:21,409] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-29 22:18:21,448] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:18:21,533] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-29 22:18:21,609] Register - Step 10: Click to 'Register' button
[2023-01-29 22:18:22,313] Register - Step 11: Verify register success message is displayed
[2023-01-29 22:18:22,423] Login - Step 01: Navigate to 'Login' page
[2023-01-29 22:18:23,184] Login - Step 02:  Input to 'Email' textbox with value is: 'abc45852@mail.com'
[2023-01-29 22:18:23,277] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:18:23,355] Login - Step 04: Click to 'Login' button
[2023-01-29 22:18:24,072] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-29 22:18:24,131] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-29 22:18:24,521] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-29 22:18:24,586] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-29 22:18:24,938] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-29 22:18:24,998] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-29 22:18:25,057] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-29 22:18:25,120] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-29 22:18:25,183] OS name = Windows 11
[2023-01-29 22:18:25,184] Driver instance name = firefoxdriver: firefox on windows (620d0968-d8d7-47b8-a2ad-d4a6a24972e9)
[2023-01-29 22:24:32,425] OS name = Windows 11
[2023-01-29 22:24:32,426] 
[2023-01-29 22:28:55,899] OS name = Windows 11
[2023-01-29 22:28:55,899] 
[2023-01-29 22:35:34,055] Register - Step 01: Navigate to 'Register' page
[2023-01-29 22:35:35,722] Register - Step 02: Choose 'Female' radio button
[2023-01-29 22:35:36,004] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-29 22:35:36,095] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-29 22:35:36,181] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-29 22:35:37,065] Register - Step 06:  Input to 'Email' textbox with value is: 'abc66747@mail.com'
[2023-01-29 22:35:37,151] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-29 22:35:37,193] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:35:37,277] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-29 22:35:37,351] Register - Step 10: Click to 'Register' button
[2023-01-29 22:35:38,163] Register - Step 11: Verify register success message is displayed
[2023-01-29 22:35:38,263] Login - Step 01: Navigate to 'Login' page
[2023-01-29 22:35:39,162] Login - Step 02:  Input to 'Email' textbox with value is: 'abc66747@mail.com'
[2023-01-29 22:35:39,241] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:35:39,316] Login - Step 04: Click to 'Login' button
[2023-01-29 22:35:40,116] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-29 22:35:40,176] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-29 22:35:40,643] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-29 22:35:40,710] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-29 22:35:41,127] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-29 22:35:41,191] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-29 22:35:41,266] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-29 22:35:41,359] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-29 22:35:41,423] OS name = Windows 11
[2023-01-29 22:35:41,423] Driver instance name = firefoxdriver: firefox on windows (9f0db139-5319-40a4-95e2-0486bc4ffc9e)
[2023-01-29 22:36:31,304] Register - Step 01: Navigate to 'Register' page
[2023-01-29 22:36:33,179] Register - Step 02: Choose 'Female' radio button
[2023-01-29 22:36:33,451] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-29 22:36:33,535] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-29 22:36:33,612] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
[2023-01-29 22:36:34,496] Register - Step 06:  Input to 'Email' textbox with value is: 'abc3050@mail.com'
[2023-01-29 22:36:34,578] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-29 22:36:34,620] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:36:34,704] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-29 22:36:34,781] Register - Step 10: Click to 'Register' button
[2023-01-29 22:36:35,606] Register - Step 11: Verify register success message is displayed
[2023-01-29 22:36:35,697] Login - Step 01: Navigate to 'Login' page
[2023-01-29 22:36:37,011] Login - Step 02:  Input to 'Email' textbox with value is: 'abc3050@mail.com'
[2023-01-29 22:36:37,097] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:36:37,174] Login - Step 04: Click to 'Login' button
[2023-01-29 22:36:37,997] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-29 22:36:38,065] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-29 22:36:38,490] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-29 22:36:38,556] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-29 22:36:39,614] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-29 22:36:39,676] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-29 22:36:39,735] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-29 22:36:39,798] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-29 22:36:39,865] OS name = Windows 11
[2023-01-29 22:36:39,865] Driver instance name = firefoxdriver: firefox on windows (46015dbd-b76a-4f07-812d-c83ceecabfa1)
[2023-01-29 22:40:41,092] OS name = Windows 11
[2023-01-29 22:40:41,093] Driver instance name = firefoxdriver: firefox on windows (b80a2db9-7bfc-4c51-8582-db7c10c6af82)
[2023-01-29 22:42:26,829] Register - Step 01: Navigate to 'Register' page
[2023-01-29 22:42:28,034] Register - Step 02: Choose 'Female' radio button
[2023-01-29 22:42:28,305] Register - Step 03: Input to 'Firstname' textbox with value is: 'automation'
[2023-01-29 22:42:28,391] Register - Step 04:  Input to 'Lastname' textbox with value is: 'test'
[2023-01-29 22:42:28,467] Register - Step 05:  Select 'Date Of Birth' with value is: '14January1988'
